step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
2366,3.275,,5.67e-06,20.57,16.52
2367,4.4384,,5.65e-06,20.44,16.52
2368,4.1983,,5.63e-06,20.46,16.52
2369,4.111,,5.62e-06,20.4,16.52
2370,4.0042,,5.60e-06,20.33,16.52
2371,4.0043,,5.58e-06,20.27,16.52
2372,3.8418,,5.57e-06,20.1,16.52
2373,3.1101,,5.55e-06,20.02,16.52
2374,4.4483,,5.53e-06,19.87,16.52
2375,3.7758,,5.51e-06,19.67,16.52
2376,4.1031,,5.50e-06,19.65,16.52
2377,4.0254,,5.48e-06,19.61,16.52
2378,4.3255,,5.46e-06,19.53,16.52
2379,4.2193,,5.45e-06,19.51,16.52
2380,4.1068,,5.43e-06,19.48,16.52
2381,3.2924,,5.41e-06,19.58,16.52
2382,3.9085,,5.40e-06,19.59,16.52
2383,4.4585,,5.38e-06,19.72,16.52
2384,4.1903,,5.36e-06,19.67,16.52
2385,3.8882,,5.35e-06,19.73,16.52
2386,4.1957,,5.33e-06,19.81,16.52
2387,4.1031,,5.31e-06,19.82,16.52
2388,3.8254,,5.30e-06,19.96,16.52
2389,3.7938,,5.28e-06,19.85,16.52
2390,2.6192,,5.26e-06,19.98,16.52
2391,3.9744,,5.25e-06,19.98,16.52
2392,4.1387,,5.23e-06,20.06,16.52
2393,3.7432,,5.21e-06,20.03,16.52
2394,4.1056,,5.20e-06,20.12,16.52
2395,4.4298,,5.18e-06,20.12,16.52
2396,3.6838,,5.16e-06,20.11,16.52
2397,4.142,,5.15e-06,20.22,16.52
2398,4.2636,,5.13e-06,20.36,16.52
2399,3.6416,,5.11e-06,20.22,16.52
2400,3.1975,,5.10e-06,20.33,16.52
2401,3.2071,,5.08e-06,20.36,16.52
2402,3.7569,,5.06e-06,20.33,16.52
2403,4.1709,,5.05e-06,20.43,16.52
2404,3.409,,5.03e-06,20.46,16.52
2405,4.1137,,5.02e-06,20.39,16.52
2406,3.4398,,5.00e-06,20.5,16.52
2407,3.9171,,4.98e-06,20.4,16.52
2408,4.0359,,4.97e-06,20.35,16.52
2409,3.8632,,4.95e-06,20.48,16.52
2410,3.8806,,4.93e-06,20.42,16.52
2411,4.4293,,4.92e-06,20.57,16.52
2412,3.7036,,4.90e-06,20.41,16.52
2413,3.9343,,4.89e-06,20.44,16.52
2414,4.3074,,4.87e-06,20.3,16.52
2415,3.9053,,4.85e-06,20.18,16.52
2416,3.8411,,4.84e-06,20.07,16.52
2417,3.1266,,4.82e-06,19.83,16.52
2418,4.0684,,4.81e-06,19.81,16.52
2419,4.1792,,4.79e-06,19.7,16.52
2420,4.2437,,4.77e-06,19.57,16.52
2421,4.2768,,4.76e-06,19.48,16.52
2422,4.4319,,4.74e-06,19.49,16.52
2423,4.1985,,4.73e-06,19.57,16.52
2424,3.8499,,4.71e-06,19.57,16.52
2425,3.5833,,4.70e-06,19.67,16.52
2426,3.878,,4.68e-06,19.75,16.52
2427,4.0912,,4.66e-06,19.73,16.52
2428,4.2329,,4.65e-06,19.98,16.52
2429,4.2107,,4.63e-06,19.87,16.52
2430,3.7609,,4.62e-06,20.02,16.52
2431,4.1075,,4.60e-06,20.02,16.52
2432,4.3905,,4.59e-06,20.1,16.52
2433,4.0909,,4.57e-06,20.06,16.52
2434,2.7398,,4.55e-06,20.32,16.52
2435,3.5661,,4.54e-06,20.16,16.52
2436,3.0278,,4.52e-06,20.1,16.52
2437,3.6403,,4.51e-06,20.13,16.52
2438,3.4867,,4.49e-06,20.2,16.52
2439,3.9449,,4.48e-06,20.15,16.52
2440,2.7858,,4.46e-06,20.15,16.52
2441,4.2576,,4.45e-06,20.16,16.52
2442,3.5543,,4.43e-06,20.34,16.52
2443,4.0319,,4.41e-06,20.34,16.52
2444,3.6195,,4.40e-06,20.23,16.52
2445,3.975,,4.38e-06,20.36,16.52
2446,3.7829,,4.37e-06,20.31,16.52
2447,3.7232,,4.35e-06,18.83,16.52
2448,4.3684,,4.34e-06,18.72,16.52
2449,3.9411,,4.32e-06,18.94,16.52
2450,4.287,,4.31e-06,18.62,16.52
2451,4.2567,,4.29e-06,18.81,16.52
2452,4.5399,,4.28e-06,18.74,16.52
2453,3.8767,,4.26e-06,18.72,16.52
2454,2.7318,,4.25e-06,18.95,16.52
2455,3.8338,,4.23e-06,18.91,16.52
2456,3.917,,4.22e-06,20.09,16.52
2457,4.052,,4.20e-06,19.89,16.52
2458,3.3509,,4.19e-06,19.6,16.52
2459,4.3101,,4.17e-06,19.19,16.52
2460,4.0509,,4.16e-06,19.17,16.52
2461,3.7116,,4.14e-06,19.43,16.52
2462,4.1275,,4.13e-06,19.37,16.52
2463,2.9382,,4.11e-06,19.38,16.52
2464,4.3681,,4.10e-06,19.37,16.52
2465,4.4013,,4.08e-06,19.41,16.52
2466,3.6215,,4.07e-06,19.5,16.52
2467,3.9789,,4.05e-06,19.48,16.52
2468,3.4021,,4.04e-06,19.56,16.52
2469,3.847,,4.02e-06,19.47,16.52
2470,3.4969,,4.01e-06,19.54,16.52
2471,3.364,,3.99e-06,19.73,16.52
2472,4.3177,,3.98e-06,19.67,16.52
2473,4.3275,,3.96e-06,19.8,16.52
2474,4.2378,,3.95e-06,19.73,16.52
2475,4.3352,,3.94e-06,19.75,16.52
2476,4.0035,,3.92e-06,19.81,16.52
2477,3.4933,,3.91e-06,19.89,16.52
2478,3.7402,,3.89e-06,19.82,16.52
2479,3.2863,,3.88e-06,19.74,16.52
2480,3.9391,,3.86e-06,19.97,16.52
2481,4.3622,,3.85e-06,19.78,16.52
2482,3.4504,,3.83e-06,19.75,16.52
2483,4.2467,,3.82e-06,19.91,16.52
2484,3.7866,,3.81e-06,19.61,16.52
2485,3.2594,,3.79e-06,19.62,16.52
2486,3.8244,,3.78e-06,19.67,16.52
2487,4.0867,,3.76e-06,19.41,16.52
2488,4.2754,,3.75e-06,19.17,16.52
2489,3.5599,,3.73e-06,19.14,16.52
2490,3.4625,,3.72e-06,19.15,16.52
2491,3.9155,,3.71e-06,19.0,16.52
2492,3.7171,,3.69e-06,19.15,16.52
2493,3.7995,,3.68e-06,18.97,16.52
2494,4.1018,,3.66e-06,18.99,16.52
2495,4.0603,,3.65e-06,19.14,16.52
2496,4.1325,,3.63e-06,19.01,16.52
2497,3.4757,,3.62e-06,19.13,16.52
2498,2.5806,,3.61e-06,19.09,16.52
2499,3.3679,,3.59e-06,19.05,16.52
2500,3.9429,,3.58e-06,19.32,16.52
2500,,4.3248,3.58e-06,,14.45
2501,4.0345,,3.56e-06,19.37,16.5
2502,3.9772,,3.55e-06,19.3,16.5
2503,4.1048,,3.54e-06,19.1,16.5
2504,4.1028,,3.52e-06,19.31,16.5
2505,3.658,,3.51e-06,19.22,16.5
2506,3.7434,,3.50e-06,19.2,16.5
2507,4.1775,,3.48e-06,19.48,16.5
2508,3.765,,3.47e-06,19.37,16.5
2509,3.9316,,3.45e-06,19.6,16.5
2510,3.9796,,3.44e-06,19.35,16.5
2511,4.0337,,3.43e-06,19.38,16.5
2512,4.3467,,3.41e-06,19.62,16.5
2513,4.1118,,3.40e-06,19.52,16.5
2514,4.3298,,3.39e-06,19.71,16.5
2515,3.7377,,3.37e-06,19.54,16.5
2516,3.8102,,3.36e-06,19.61,16.5
2517,3.3484,,3.34e-06,19.71,16.5
2518,4.1263,,3.33e-06,19.68,16.5
2519,3.365,,3.32e-06,19.8,16.5
2520,3.8824,,3.30e-06,19.68,16.5
2521,4.2627,,3.29e-06,19.74,16.5
2522,4.2332,,3.28e-06,19.71,16.5
2523,3.7844,,3.26e-06,19.76,16.5
2524,3.0924,,3.25e-06,19.86,16.5
2525,3.8765,,3.24e-06,19.72,16.5
2526,3.2995,,3.22e-06,19.75,16.5
2527,3.9644,,3.21e-06,19.79,16.5
2528,3.3036,,3.20e-06,19.82,16.5
2529,3.5796,,3.18e-06,19.75,16.5
2530,2.2929,,3.17e-06,19.75,16.5
2531,3.9803,,3.16e-06,19.87,16.5
2532,4.3197,,3.14e-06,19.77,16.5
2533,4.1959,,3.13e-06,19.9,16.5
2534,4.3795,,3.12e-06,19.87,16.5
2535,4.2977,,3.11e-06,19.78,16.5
2536,4.124,,3.09e-06,19.99,16.5
2537,3.8688,,3.08e-06,19.98,16.51
2538,4.2279,,3.07e-06,19.94,16.51
2539,4.0649,,3.05e-06,20.14,16.51
2540,4.1812,,3.04e-06,20.08,16.51
2541,3.8911,,3.03e-06,20.08,16.51
2542,4.3855,,3.01e-06,19.88,16.51
2543,4.1499,,3.00e-06,19.88,16.51
2544,3.6862,,2.99e-06,19.66,16.52
2545,4.0925,,2.98e-06,19.69,16.52
2546,3.8787,,2.96e-06,20.51,16.52
2547,3.8695,,2.95e-06,20.3,16.52
2548,3.5678,,2.94e-06,20.02,16.52
2549,2.7873,,2.92e-06,19.21,16.52
2550,3.9984,,2.91e-06,19.3,16.52
2551,4.4674,,2.90e-06,19.26,16.52
2552,3.5201,,2.89e-06,19.21,16.52
2553,3.9928,,2.87e-06,19.2,16.52
2554,3.8664,,2.86e-06,19.23,16.52
2555,4.2239,,2.85e-06,19.37,16.52
2556,4.3412,,2.84e-06,19.28,16.52
2557,3.7277,,2.82e-06,19.33,16.52
2558,2.8975,,2.81e-06,19.15,16.52
2559,3.7072,,2.80e-06,19.7,16.52
2560,3.0412,,2.79e-06,22.62,16.52
2561,3.1343,,2.77e-06,19.47,16.52
2562,3.7474,,2.76e-06,19.56,16.52
2563,3.8378,,2.75e-06,19.39,16.52
2564,2.9664,,2.74e-06,19.45,16.52
2565,3.8989,,2.72e-06,19.51,16.52
2566,3.9571,,2.71e-06,19.38,16.52
2567,2.8421,,2.70e-06,19.54,16.52
2568,4.215,,2.69e-06,19.39,16.52
2569,4.1073,,2.68e-06,19.42,16.52
2570,4.3042,,2.66e-06,19.38,16.52
2571,3.5993,,2.65e-06,19.45,16.52
2572,4.1141,,2.64e-06,19.65,16.52
2573,4.3889,,2.63e-06,19.52,16.52
2574,3.5342,,2.62e-06,19.55,16.52
2575,4.2938,,2.60e-06,19.55,16.52
2576,4.4893,,2.59e-06,19.62,16.52
2577,3.8298,,2.58e-06,19.55,16.52
2578,4.0546,,2.57e-06,19.49,16.52
2579,4.5796,,2.56e-06,19.52,16.52
2580,3.6224,,2.54e-06,19.36,16.52
2581,4.0797,,2.53e-06,19.33,16.52
2582,3.2879,,2.52e-06,19.22,16.52
2583,3.4638,,2.51e-06,19.07,16.52
2584,3.7319,,2.50e-06,19.05,16.52
2585,3.6869,,2.48e-06,18.94,16.52
2586,4.0804,,2.47e-06,18.98,16.52
2587,4.2727,,2.46e-06,18.96,16.52
2588,3.3362,,2.45e-06,19.0,16.52
2589,3.9607,,2.44e-06,18.99,16.52
2590,3.882,,2.43e-06,18.94,16.52
2591,4.3228,,2.41e-06,19.05,16.52
2592,3.692,,2.40e-06,19.09,16.52
2593,3.4433,,2.39e-06,19.06,16.52
2594,3.8764,,2.38e-06,19.16,16.52
2595,3.7946,,2.37e-06,19.11,16.52
2596,3.7102,,2.36e-06,19.29,16.52
2597,3.737,,2.34e-06,19.33,16.52
2598,3.7423,,2.33e-06,19.4,16.52
2599,3.8098,,2.32e-06,21.01,16.52
2600,4.157,,2.31e-06,19.11,16.52
2601,4.3224,,2.30e-06,17.04,16.52
2602,4.2854,,2.29e-06,16.94,16.52
2603,3.7809,,2.28e-06,16.93,16.52
2604,3.9802,,2.27e-06,16.84,16.52
2605,4.5709,,2.25e-06,16.8,16.52
2606,3.8463,,2.24e-06,16.96,16.52
2607,4.1388,,2.23e-06,16.85,16.52
2608,3.5796,,2.22e-06,16.83,16.52
2609,4.1792,,2.21e-06,16.97,16.52
2610,4.0848,,2.20e-06,17.62,16.52
2611,3.4706,,2.19e-06,17.68,16.52
2612,4.2698,,2.18e-06,17.0,16.52
2613,3.5753,,2.17e-06,18.5,16.52
2614,4.139,,2.15e-06,20.61,16.52
2615,4.1543,,2.14e-06,21.19,16.52
2616,3.8512,,2.13e-06,18.87,16.52
2617,3.837,,2.12e-06,21.27,16.52
2618,3.7826,,2.11e-06,21.06,16.52
2619,3.9269,,2.10e-06,19.74,16.52
2620,2.8003,,2.09e-06,19.42,16.52
2621,4.2051,,2.08e-06,19.59,16.52
2622,3.2253,,2.07e-06,19.45,16.52
2623,4.0994,,2.06e-06,19.43,16.52
2624,3.5218,,2.05e-06,19.38,16.52
2625,4.5624,,2.03e-06,19.14,16.52
2626,4.0094,,2.02e-06,19.24,16.52
2627,3.7384,,2.01e-06,19.14,16.52
2628,4.5433,,2.00e-06,19.13,16.52
2629,3.8792,,1.99e-06,19.17,16.52
2630,4.6043,,1.98e-06,19.11,16.52
2631,3.0365,,1.97e-06,19.25,16.52
2632,4.6022,,1.96e-06,19.15,16.52
2633,4.1059,,1.95e-06,19.41,16.52
2634,4.4177,,1.94e-06,19.15,16.52
2635,4.0013,,1.93e-06,19.18,16.52
2636,3.3298,,1.92e-06,19.29,16.52
2637,3.8677,,1.91e-06,19.24,16.52
2638,3.8675,,1.90e-06,19.41,16.52
2639,3.3949,,1.89e-06,19.39,16.52
2640,2.901,,1.88e-06,19.38,16.52
2641,4.4482,,1.87e-06,19.61,16.52
2642,2.8692,,1.86e-06,19.48,16.52
2643,4.2537,,1.85e-06,19.83,16.52
2644,3.8595,,1.84e-06,19.7,16.52
2645,2.9281,,1.83e-06,19.8,16.52
2646,3.9904,,1.82e-06,19.73,16.52
2647,4.1104,,1.81e-06,19.83,16.52
2648,3.7946,,1.80e-06,19.85,16.52
2649,4.1674,,1.79e-06,19.7,16.52
2650,3.857,,1.78e-06,19.77,16.52
2651,3.8568,,1.77e-06,19.64,16.52
2652,4.0608,,1.76e-06,19.69,16.52
2653,4.4085,,1.75e-06,19.7,16.52
2654,4.3525,,1.74e-06,19.56,16.52
2655,3.4092,,1.73e-06,19.67,16.52
2656,4.0689,,1.72e-06,19.56,16.52
2657,3.8207,,1.71e-06,19.69,16.52
2658,4.2688,,1.70e-06,19.56,16.52
2659,4.1108,,1.69e-06,19.68,16.52
2660,4.3838,,1.68e-06,19.94,16.52
2661,4.2944,,1.67e-06,19.84,16.52
2662,4.194,,1.66e-06,19.92,16.52
2663,4.3676,,1.65e-06,19.77,16.52
2664,3.5332,,1.64e-06,19.93,16.52
2665,4.4263,,1.63e-06,20.01,16.52
2666,2.9805,,1.62e-06,19.97,16.52
2667,3.8851,,1.61e-06,20.2,16.52
2668,2.5193,,1.60e-06,20.19,16.52
2669,4.3242,,1.59e-06,20.34,16.52
2670,4.0667,,1.58e-06,20.36,16.52
2671,4.0459,,1.57e-06,20.35,16.52
2672,4.6751,,1.56e-06,20.66,16.52
2673,4.3961,,1.55e-06,20.47,16.52
2674,4.6928,,1.54e-06,20.66,16.52
2675,4.0917,,1.53e-06,20.49,16.52
2676,3.8354,,1.52e-06,20.56,16.52
2677,4.2996,,1.51e-06,20.36,16.52
2678,4.6011,,1.51e-06,20.42,16.52
2679,3.7251,,1.50e-06,20.15,16.52
2680,3.927,,1.49e-06,20.11,16.52
2681,4.0059,,1.48e-06,20.26,16.52
2682,3.8049,,1.47e-06,20.21,16.52
2683,3.2562,,1.46e-06,20.22,16.52
2684,4.3351,,1.45e-06,20.16,16.52
2685,3.1545,,1.44e-06,20.38,16.52
2686,4.4882,,1.43e-06,20.34,16.52
2687,4.3578,,1.42e-06,20.35,16.52
2688,4.5318,,1.41e-06,20.57,16.52
2689,4.221,,1.41e-06,20.57,16.52
2690,3.839,,1.40e-06,20.76,16.52
2691,3.2219,,1.39e-06,20.98,16.52
2692,4.2217,,1.38e-06,20.95,16.52
2693,4.1121,,1.37e-06,21.05,16.52
2694,4.363,,1.36e-06,21.28,16.52
2695,3.2627,,1.35e-06,21.23,16.52
2696,4.29,,1.34e-06,21.43,16.52
2697,4.4332,,1.33e-06,21.78,16.52
2698,4.5338,,1.33e-06,21.68,16.52
2699,3.9614,,1.32e-06,21.79,16.52
2700,4.3065,,1.31e-06,21.95,16.52
2701,4.1943,,1.30e-06,22.03,16.52
2702,3.5963,,1.29e-06,21.95,16.52
2703,4.3833,,1.28e-06,21.88,16.52
2704,3.9431,,1.27e-06,21.75,16.52
2705,4.1607,,1.27e-06,21.75,16.52
2706,4.5495,,1.26e-06,21.67,16.52
2707,4.1723,,1.25e-06,21.69,16.52
2708,3.8904,,1.24e-06,21.67,16.52
2709,4.0397,,1.23e-06,21.75,16.52
2710,4.2474,,1.22e-06,21.71,16.52
2711,3.3955,,1.22e-06,21.71,16.52
2712,3.8987,,1.21e-06,21.69,16.52
2713,3.6695,,1.20e-06,21.65,16.52
2714,3.3568,,1.19e-06,21.98,16.52
2715,4.059,,1.18e-06,21.87,16.52
2716,3.7733,,1.17e-06,22.0,16.52
2717,3.38,,1.17e-06,22.16,16.52
2718,3.915,,1.16e-06,22.17,16.52
2719,4.3025,,1.15e-06,22.19,16.52
2720,3.7617,,1.14e-06,22.21,16.52
2721,3.5359,,1.13e-06,22.29,16.52
2722,4.398,,1.13e-06,22.48,16.52
2723,4.5838,,1.12e-06,22.51,16.52
2724,4.1901,,1.11e-06,22.56,16.52
2725,4.315,,1.10e-06,22.6,16.52
2726,3.6577,,1.09e-06,22.47,16.52
2727,4.0265,,1.09e-06,22.5,16.52
2728,4.1867,,1.08e-06,22.25,16.52
2729,3.7509,,1.07e-06,22.79,16.52
2730,3.6399,,1.06e-06,22.42,16.52
2731,4.3593,,1.05e-06,22.28,16.52
2732,4.2335,,1.05e-06,22.17,16.52
2733,3.9552,,1.04e-06,22.07,16.52
2734,4.0286,,1.03e-06,22.03,16.52
2735,3.5462,,1.02e-06,21.98,16.52
2736,4.5179,,1.02e-06,22.04,16.52
2737,4.0282,,1.01e-06,22.03,16.52
2738,4.5625,,1.00e-06,22.14,16.52
2739,3.6072,,9.93e-07,22.07,16.52
2740,3.7561,,9.85e-07,22.08,16.52
2741,3.6046,,9.78e-07,21.81,16.52
2742,4.156,,9.70e-07,22.02,16.52
2743,4.0473,,9.63e-07,22.11,16.52
2744,4.3453,,9.55e-07,21.94,16.52
2745,3.7432,,9.48e-07,22.14,16.52
2746,4.1362,,9.40e-07,22.2,16.52
2747,3.6256,,9.33e-07,20.12,16.52
2748,4.2233,,9.26e-07,22.19,16.52
2749,3.3728,,9.19e-07,22.22,16.52
2750,4.1196,,9.11e-07,22.28,16.52
2750,,4.3244,9.11e-07,,14.43
2751,3.2738,,9.04e-07,22.32,16.48
2752,3.6527,,8.97e-07,22.12,16.48
2753,3.4751,,8.90e-07,21.97,16.48
2754,4.4925,,8.82e-07,22.06,16.48
2755,4.3969,,8.75e-07,21.85,16.48
2756,3.8032,,8.68e-07,21.81,16.48
2757,4.6313,,8.61e-07,21.52,16.48
2758,3.1367,,8.54e-07,21.54,16.48
2759,4.5525,,8.47e-07,21.53,16.48
2760,3.9206,,8.40e-07,21.66,16.48
2761,3.8148,,8.33e-07,21.71,16.48
2762,4.2056,,8.26e-07,21.69,16.49
2763,4.2287,,8.19e-07,21.85,16.49
2764,3.8666,,8.13e-07,21.83,16.49
2765,4.4255,,8.06e-07,21.87,16.49
2766,3.8895,,7.99e-07,21.94,16.49
2767,3.3964,,7.92e-07,22.06,16.49
2768,3.6915,,7.85e-07,22.13,16.49
2769,3.9146,,7.79e-07,22.09,16.49
2770,3.8497,,7.72e-07,22.43,16.49
2771,3.5492,,7.65e-07,22.3,16.49
2772,3.7846,,7.59e-07,22.08,16.49
2773,3.1089,,7.52e-07,22.13,16.49
2774,4.4128,,7.46e-07,22.17,16.5
2775,3.6348,,7.39e-07,21.92,16.5
2776,3.8867,,7.32e-07,21.66,16.51
2777,2.81,,7.26e-07,21.54,16.51
2778,3.5899,,7.19e-07,21.63,16.51
2779,4.1886,,7.13e-07,21.44,16.51
2780,4.3931,,7.07e-07,21.61,16.51
2781,4.0019,,7.00e-07,21.46,16.51
2782,4.1028,,6.94e-07,21.41,16.51
2783,3.7517,,6.88e-07,21.38,16.51
2784,4.0638,,6.81e-07,21.43,16.51
2785,4.2431,,6.75e-07,21.46,16.51
2786,3.9398,,6.69e-07,21.38,16.51
2787,3.5306,,6.63e-07,21.35,16.51
2788,2.2532,,6.56e-07,21.25,16.51
2789,2.839,,6.50e-07,20.58,16.51
2790,3.8928,,6.44e-07,20.25,16.51
2791,3.8073,,6.38e-07,19.5,16.51
2792,3.9277,,6.32e-07,20.73,16.51
2793,3.9668,,6.26e-07,20.67,16.51
2794,3.6662,,6.20e-07,20.59,16.51
2795,2.9696,,6.14e-07,20.66,16.51
2796,3.4602,,6.08e-07,20.76,16.51
2797,3.8388,,6.02e-07,20.71,16.51
2798,4.0691,,5.96e-07,20.82,16.51
2799,3.3004,,5.90e-07,20.66,16.51
2800,3.6321,,5.84e-07,20.82,16.51
2801,4.301,,5.79e-07,20.76,16.51
2802,4.2141,,5.73e-07,20.84,16.51
2803,3.7433,,5.67e-07,20.73,16.51
2804,4.3598,,5.61e-07,20.76,16.51
2805,4.0655,,5.56e-07,20.92,16.51
2806,4.3219,,5.50e-07,20.55,16.51
2807,4.3752,,5.44e-07,20.59,16.51
2808,4.437,,5.39e-07,20.48,16.51
2809,3.8875,,5.33e-07,20.53,16.51
2810,3.9522,,5.28e-07,20.42,16.51
2811,4.3822,,5.22e-07,20.49,16.51
2812,4.205,,5.17e-07,20.43,16.51
2813,3.2317,,5.11e-07,20.37,16.51
2814,3.5401,,5.06e-07,20.58,16.51
2815,4.0567,,5.00e-07,20.39,16.51
2816,4.0238,,4.95e-07,20.51,16.51
2817,3.1932,,4.90e-07,20.48,16.51
2818,3.381,,4.84e-07,20.45,16.51
2819,3.2293,,4.79e-07,20.37,16.51
2820,4.2756,,4.74e-07,20.37,16.51
2821,3.292,,4.69e-07,20.48,16.51
2822,4.2179,,4.63e-07,20.36,16.51
2823,4.2562,,4.58e-07,20.38,16.51
2824,4.1218,,4.53e-07,20.25,16.51
2825,4.2352,,4.48e-07,20.33,16.51
2826,4.2312,,4.43e-07,20.33,16.51
2827,4.1649,,4.38e-07,20.39,16.51
2828,4.38,,4.33e-07,20.38,16.51
2829,3.743,,4.28e-07,18.22,16.51
2830,4.0984,,4.23e-07,18.16,16.51
2831,2.3725,,4.18e-07,17.94,16.51
2832,3.4451,,4.13e-07,18.09,16.51
2833,4.3399,,4.08e-07,18.1,16.51
2834,4.6181,,4.03e-07,18.0,16.51
2835,3.885,,3.98e-07,18.12,16.51
2836,4.1179,,3.94e-07,17.93,16.51
2837,4.3363,,3.89e-07,17.96,16.51
2838,3.8804,,3.84e-07,18.13,16.51
2839,3.9155,,3.79e-07,17.91,16.51
2840,4.3416,,3.75e-07,18.01,16.51
2841,4.1259,,3.70e-07,17.92,16.51
2842,3.8088,,3.65e-07,17.88,16.51
2843,3.5939,,3.61e-07,18.07,16.51
2844,3.7519,,3.56e-07,17.91,16.51
2845,3.4541,,3.52e-07,17.8,16.51
2846,3.8301,,3.47e-07,18.03,16.51
2847,4.1485,,3.43e-07,17.84,16.51
2848,3.6751,,3.38e-07,18.06,16.52
2849,4.2833,,3.34e-07,17.78,16.52
2850,2.9137,,3.29e-07,17.81,16.52
2851,4.2434,,3.25e-07,18.01,16.52
2852,3.9701,,3.21e-07,17.82,16.52
2853,3.9512,,3.16e-07,17.86,16.52
2854,3.9528,,3.12e-07,17.92,16.52
2855,3.252,,3.08e-07,17.82,16.52
2856,3.5956,,3.04e-07,18.03,16.52
2857,3.9501,,2.99e-07,17.84,16.52
2858,2.9549,,2.95e-07,17.82,16.52
2859,4.7799,,2.91e-07,18.07,16.52
2860,4.3687,,2.87e-07,17.81,16.52
2861,3.4274,,2.83e-07,17.93,16.52
2862,3.627,,2.79e-07,17.82,16.52
2863,4.0401,,2.75e-07,17.83,16.52
2864,4.0438,,2.71e-07,18.01,16.52
2865,4.6779,,2.67e-07,17.86,16.52
2866,3.7551,,2.63e-07,17.77,16.52
2867,3.4745,,2.59e-07,18.08,16.52
2868,3.2662,,2.55e-07,17.9,16.52
2869,4.5526,,2.51e-07,18.04,16.52
2870,4.0528,,2.48e-07,17.8,16.52
2871,4.2601,,2.44e-07,17.85,16.52
2872,3.894,,2.40e-07,18.04,16.52
2873,3.3776,,2.36e-07,17.89,16.52
2874,4.1387,,2.33e-07,17.92,16.52
2875,3.9375,,2.29e-07,17.95,16.52
2876,3.9972,,2.25e-07,17.84,16.52
2877,4.2839,,2.22e-07,17.99,16.52
2878,4.1553,,2.18e-07,17.79,16.52
2879,3.6486,,2.14e-07,17.67,16.52
2880,3.892,,2.11e-07,17.89,16.52
2881,3.4283,,2.07e-07,17.68,16.52
2882,3.9112,,2.04e-07,17.78,16.52
2883,4.2545,,2.01e-07,17.74,16.52
2884,3.4634,,1.97e-07,17.66,16.52
2885,3.5123,,1.94e-07,17.95,16.52
2886,4.5539,,1.90e-07,17.75,16.52
2887,3.5252,,1.87e-07,17.59,16.52
2888,4.3439,,1.84e-07,17.75,16.52
2889,4.0202,,1.81e-07,17.62,16.52
2890,4.1899,,1.77e-07,17.76,16.52
2891,4.0846,,1.74e-07,17.59,16.52
2892,4.0632,,1.71e-07,17.54,16.52
2893,4.1463,,1.68e-07,17.74,16.52
2894,2.9971,,1.65e-07,17.53,16.52
2895,3.9266,,1.62e-07,17.56,16.52
2896,4.1261,,1.58e-07,17.8,16.52
2897,3.8447,,1.55e-07,17.5,16.52
2898,3.8153,,1.52e-07,17.74,16.52
2899,4.0789,,1.49e-07,17.59,16.52
2900,3.927,,1.47e-07,17.55,16.52
2901,3.6228,,1.44e-07,17.76,16.52
2902,4.5523,,1.41e-07,17.49,16.52
2903,3.9948,,1.38e-07,17.56,16.52
2904,4.2068,,1.35e-07,17.82,16.52
2905,3.8139,,1.32e-07,17.47,16.52
2906,3.9144,,1.30e-07,17.74,16.52
2907,3.9165,,1.27e-07,17.58,16.52
2908,4.1866,,1.24e-07,17.77,16.52
2909,4.4757,,1.21e-07,18.58,16.52
2910,4.3669,,1.19e-07,18.01,16.52
2911,3.0936,,1.16e-07,17.62,16.52
2912,4.281,,1.14e-07,17.81,16.52
2913,3.6512,,1.11e-07,17.54,16.52
2914,4.0898,,1.08e-07,17.74,16.52
2915,3.7926,,1.06e-07,17.62,16.52
2916,4.1335,,1.03e-07,17.61,16.52
2917,4.0996,,1.01e-07,17.74,16.52
2918,3.1669,,9.86e-08,17.6,16.52
2919,4.2364,,9.62e-08,17.64,16.52
2920,4.335,,9.38e-08,17.81,16.52
2921,3.9865,,9.15e-08,17.62,16.52
2922,3.2595,,8.92e-08,17.8,16.52
2923,4.1389,,8.69e-08,17.71,16.52
2924,4.3173,,8.47e-08,17.59,16.52
2925,3.9631,,8.25e-08,17.59,16.52
2926,4.3917,,8.03e-08,17.25,16.52
2927,3.8374,,7.81e-08,17.23,16.52
2928,3.3751,,7.60e-08,17.46,16.52
2929,4.2024,,7.39e-08,17.24,16.52
2930,4.5745,,7.18e-08,17.52,16.52
2931,3.7665,,6.98e-08,17.21,16.52
2932,4.361,,6.78e-08,17.21,16.52
2933,4.1141,,6.58e-08,17.49,16.52
2934,4.46,,6.39e-08,17.23,16.52
2935,4.0351,,6.20e-08,17.22,16.52
2936,3.6671,,6.01e-08,17.43,16.52
2937,4.0124,,5.82e-08,17.25,16.52
2938,4.1915,,5.64e-08,17.34,16.52
2939,3.7215,,5.46e-08,17.39,16.52
2940,3.2801,,5.28e-08,17.32,16.52
2941,4.0676,,5.10e-08,17.55,16.52
2942,4.2598,,4.93e-08,17.24,16.52
2943,4.2802,,4.76e-08,17.26,16.52
2944,2.9474,,4.60e-08,17.48,16.52
2945,3.2198,,4.44e-08,17.26,16.52
2946,3.8458,,4.28e-08,17.28,16.52
2947,2.9892,,4.12e-08,17.43,16.52
