step,train_loss,val_loss,lr,sec_per_step
516,3.9236,,5.59e-05,9.02
517,2.901,,5.57e-05,8.71
518,4.6256,,5.56e-05,8.77
519,4.2062,,5.54e-05,8.88
520,3.7137,,5.52e-05,8.79
521,2.8761,,5.51e-05,8.8
522,3.3737,,5.49e-05,8.77
523,4.2943,,5.47e-05,8.92
524,4.4688,,5.45e-05,8.68
525,2.7042,,5.44e-05,8.98
526,3.3381,,5.42e-05,8.96
527,2.5565,,5.40e-05,8.8
528,4.1497,,5.38e-05,8.85
529,3.9875,,5.37e-05,8.97
530,3.3466,,5.35e-05,9.0
531,4.0475,,5.33e-05,8.85
532,4.3689,,5.31e-05,8.81
533,2.8992,,5.30e-05,8.81
534,3.9686,,5.28e-05,8.75
535,3.6692,,5.26e-05,8.81
536,3.5654,,5.24e-05,9.02
537,3.9938,,5.23e-05,8.78
538,2.6528,,5.21e-05,8.85
539,3.9672,,5.19e-05,8.77
540,4.0429,,5.17e-05,8.89
541,3.1307,,5.16e-05,8.78
542,3.3521,,5.14e-05,8.83
543,3.6056,,5.12e-05,9.18
544,2.6339,,5.10e-05,8.89
545,3.3811,,5.09e-05,9.25
546,4.2412,,5.07e-05,8.96
547,4.0631,,5.05e-05,8.84
548,3.954,,5.03e-05,8.77
549,4.3387,,5.02e-05,8.77
550,3.3038,,5.00e-05,9.55
551,2.9282,,4.98e-05,9.29
552,2.7542,,4.97e-05,8.86
553,4.0125,,4.95e-05,8.91
554,4.0082,,4.93e-05,8.93
555,4.4592,,4.91e-05,8.8
556,2.6078,,4.90e-05,8.83
557,3.0837,,4.88e-05,8.85
558,4.2037,,4.86e-05,8.88
559,4.2412,,4.84e-05,8.83
560,4.3096,,4.83e-05,8.89
561,3.4581,,4.81e-05,8.79
562,2.9823,,4.79e-05,8.88
563,3.8172,,4.77e-05,9.15
564,3.7751,,4.76e-05,8.89
565,3.9697,,4.74e-05,8.88
566,3.8234,,4.72e-05,8.82
567,4.2496,,4.70e-05,9.49
568,4.3851,,4.69e-05,9.41
569,3.5111,,4.67e-05,9.53
570,2.8015,,4.65e-05,9.77
571,4.0143,,4.63e-05,9.47
572,4.4542,,4.62e-05,9.51
573,4.2771,,4.60e-05,8.84
574,4.0814,,4.58e-05,8.77
575,4.0813,,4.56e-05,8.82
576,4.1336,,4.55e-05,9.01
577,4.0809,,4.53e-05,8.92
578,4.1068,,4.51e-05,8.96
579,3.1138,,4.49e-05,8.93
580,3.1307,,4.48e-05,8.99
581,3.67,,4.46e-05,8.83
582,2.6182,,4.44e-05,8.96
583,3.6154,,4.43e-05,9.25
584,3.9079,,4.41e-05,8.94
585,4.3827,,4.39e-05,8.79
586,4.334,,4.37e-05,8.89
587,3.7816,,4.36e-05,8.92
588,4.0324,,4.34e-05,8.79
589,3.7204,,4.32e-05,8.83
590,3.7382,,4.30e-05,9.02
591,4.2105,,4.29e-05,8.86
592,4.0744,,4.27e-05,8.84
593,2.6908,,4.25e-05,9.0
594,3.6129,,4.24e-05,8.88
595,4.396,,4.22e-05,8.89
